tweets,attitude,clean_tweets,final_tweets,label
"@Asymmetry2195 W/ how btc is designed, i imagine should equities do a 2008 leg down, btc would be much better off. https://t.co/4zJwuCKNrE",pos,"@Asymmetry2195 W/ how btc is designed, i imagine should equities do a 2008 leg down, btc would be much better off. https://t.co/4zJwuCKNrE",Asymmetry W btc designed imagine equity leg btc would much better,0
"RT @PPAPE_IO: When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",neg," When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",When I thought couldnt worse came When I believed worst already dr,1
"RT @PPAPE_IO: When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",neg," When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",When I thought couldnt worse came When I believed worst already dr,1
"RT @busraeth: 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp; RT 
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",pos," 💫#NFTGiveaway💫
🔹1 x $30 $ETH
🔹5 x WL

1⃣ Follow @KaizenDesu &amp; @busraeth
2⃣ Like &amp;  
3⃣ Tag 2 friends

Ends in 24 hrs⌛️ 

#N…",x ETH x WL Follow KaizenDesu amp busraeth Like amp Tag friendsEnds hr,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
@emilecrypto Lmao thats certainly true. But we can’t dismiss that a name like Jonathan.eth is a 1/1. If the right J… https://t.co/gKHYdsROe8,pos,@emilecrypto Lmao thats certainly true. But we can’t dismiss that a name like Jonathan.eth is a 1/1. If the right J… https://t.co/gKHYdsOe8,emilecrypto Lmao thats certainly true But cant dismiss name like Jonathaneth If right J,0
@ChinaPumpWXC A community first #ETH token created by #Shiba &amp; #doge whales coming together for the greater good.… https://t.co/QK1UaODm1u,pos,@ChinaPumpWXC A community first #ETH token created by #Shiba &amp; #doge whales coming together for the greater good.… https://t.co/QK1UaODm1u,ChinaPumpWXC A community first token created amp whale coming together greater good,0
"In Progress
[Pos] Current Profit($T)
#BTC[SHORT] +4.5
#ETH   [SHORT]+10.7
#ADA  [SHORT] +5.2
#SOL   [LONG ]+10.4… https://t.co/5sgdQ1XRxB",neg,"In Progress
[Pos] Current Profit($T)
#BTC[SHO] +4.5
#ETH   [SHO]+10.7
#ADA  [SHO] +5.2
#SOL   [LONG ]+10.4… https://t.co/5sgdQ1XxB",In ProgressPos Current SHO LONG,1
"RT @NauseaCrow: 🌺🌌🌌 Shill your #NFT under 0.5 $ETH #NFTCollector will buy them! 
 Check other collection 💛💰⭐️",neg," 🌺🌌🌌 Shill your #NFT under 0.5 $ETH #NFTCollector will buy them! 
 Check other collection 💛💰⭐️",Shill ETH buy Check collection,1
WL Authhorized Agent @bernkings_eth @RichJRussell @FinanciallySafe @cslc91 @ZACzozy @JustDionne_ @AustinKent… https://t.co/Gx6Xe2eWKU,pos,WL Authhorized Agent @bernkings_eth @ichJussell @FinanciallySafe @cslc91 @ZACzozy @JustDionne_ @AustinKent… https://t.co/Gx6Xe2eWKU,WL Authhorized Agent bernkingseth ichJussell FinanciallySafe cslc ZACzozy JustDionne AustinKent,0
$BEL &amp;amp; $sun buy the dip 😘🚀https://t.co/Ftp0dSabaj💚✅💚✅💚$btc $shib $zec $bnb $om $nu $iotx $iota $fis $vet $mana… https://t.co/D8fMlcq8Rv,pos,$BEL &amp;amp; $sun buy the dip 😘🚀https://t.co/Ftp0dSabaj💚✅💚✅💚$btc $shib $zec $bnb $om $nu $iotx $iota $fis $vet $mana… https://t.co/D8fMlcq8v,BEL ampamp sun buy dip shib zec bnb om nu iotx iota fis vet mana,0
"RT @Nanda__OCE: 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",pos," 🎁@satoshinftclub WHITELIST &amp; ETH GIVEAWAY🎁

🏆20x Whitelist Spots @satoshinftclub🏆
🏆2x $25USD in ETH GA🏆

1️⃣ Follow @satosh…",satoshinftclub WHITELIST amp ETH GIVEAWAYx Whitelist Spots satoshinftclubx USD ETH GA Follow satosh,0
"RT @powerplins: Wanna mint a delicious pancake nft AND play right away? Join Power Plins 🔥

1️⃣ Mint: https://t.co/CjtcBsQpEJ (0.0282 ETH)…",pos," Wanna mint a delicious pancake nft AND play right away? Join Power Plins 🔥

1️⃣ Mint: https://t.co/CjtcBsQpEJ (0.0282 ETH)…",Wanna mint delicious pancake nft AND play right away Join Power Plins Mint ETH,0
"RT @WorldOfMercek: 3 Winners $SOL or $ETH | 300 Mins 

- RT + 🔔
- Follow @WorldOfMercek + 🔔( Send Proof 👇 )",pos," 3 Winners $SOL or $ETH | 300 Mins 

-  + 🔔
- Follow @WorldOfMercek + 🔔( Send Proof 👇 )",Winners SOL ETH Mins Follow WorldOfMercek Send Proof,0
"RT @TehLamboX: $BTC #bitcoin will go to 12k$ in September, there i said it again!

Wave 5 MACRO incoming. https://t.co/LeaMhkWoQk",pos," $BTC #bitcoin will go to 12k$ in September, there i said it again!

Wave 5 MACO incoming. https://t.co/LeaMhkWoQk",BTC go k September said againWave MACO incoming,0
"RT @BlockBet_: #BlockBetDaily 

Disney is hiring an attorney to work on blockchain, metaverse, DeFi, &amp; NFT products.

#BlockBet #Bitcoin #C…",pos," #BlockBetDaily 

Disney is hiring an attorney to work on blockchain, metaverse, DeFi, &amp; NFT products.

#BlockBet #Bitcoin #C…",Disney hiring attorney work blockchain metaverse DeFi amp NFT,0
wl Notice Minting @JanWong610 @Ahmadofamillion @DebbieChancell7 @Ericaca441 @willy03675262 @nowsomenft @Acubed9… https://t.co/eWcMVu23hy,pos,wl Notice Minting @JanWong610 @Ahmadofamillion @DebbieChancell7 @Ericaca441 @willy03675262 @nowsomenft @Acubed9… https://t.co/eWcMVu23hy,wl Notice Minting JanWong Ahmadofamillion DebbieChancell Ericaca willy nowsomenft Acubed,0
"RT @lele_liz: The Evolution Of Flowers Genesis #NFT Collection on @opensea #TEOFnft
 
-1064 Unique, Hand Drawn, 1 of 1s
-Created✨March 2021…",pos," The Evolution Of Flowers Genesis #NFT Collection on @opensea #TEOFnft
 
-1064 Unique, Hand Drawn, 1 of 1s
-Created✨March 2021…",The Evolution Of Flowers Genesis Collection opensea Unique Hand Drawn sCreatedMarch,0
"RT @EthStrike: 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",pos," 🎁 #NFTGiveaway Alert 🎁 

I’m teaming up w/ @BloodWarsNFT to giveaway 5x WL Spots! 🎁

To Enter:
1️⃣ Follow @BloodWarsNFT 
2️⃣…",Alert Im teaming w BloodWarsNFT giveaway x WL Spots To Enter Follow BloodWarsNFT,0
"RT @CryptoAgresivoo: 👽 AFIRIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️ RT +  Follow @Afirixcommunity &amp; @CryptoB…",pos," 👽 AFIIX GIVEAWAYS 👽

👽We are giving-away 50$ worth of USDT  

To Enter: 

☑️  +  Follow @Afirixcommunity &amp; @CryptoB…",AFIIX GIVEAWAYS We givingaway worth USDT To Enter Follow Afirixcommunity amp CryptoB,0
@Llamaverse_ @EverSoul_ Utility for all web3 fanatics &lt;3,pos,@Llamaverse_ @EverSoul_ Utility for all web3 fanatics &lt;3,Llamaverse EverSoul Utility web fanatic lt,0
"RT @TheForeverWar: Sophon is a 3.3K CC0 collection on $ETH.  Mint date is 9/30.  It's a free mint, FCFS, WL only.

👀 Mint Incentives
First…",pos," Sophon is a 3.3K CC0 collection on $ETH.  Mint date is 9/30.  It's a free mint, FCFS, WL only.

👀 Mint Incentives
First…",Sophon K CC collection ETH Mint date Its free mint FCFS WL Mint IncentivesFirst,0
"@capuzzo_bruno @jameswebb1225 @Y00tsYC that mouth trait barely has a flr left, I think its really close to 0.15 eth",pos,"@capuzzo_bruno @jameswebb1225 @Y00tsYC that mouth trait barely has a flr left, I think its really close to 0.15 eth",capuzzobruno jameswebb YtsYC mouth trait barely flr left I think really close eth,0
"RT @CryptoLife5: Free NFT airdrop 👑

Drop your $ETH address to win A Sheikh's NFT worth $500 👑

✅Must Follow 
@CryptoC75184236
@CryptoLife5…",pos," Free NFT airdrop 👑

Drop your $ETH address to win A Sheikh's NFT worth $500 👑

✅Must Follow 
@CryptoC75184236
@CryptoLife5…",Free NFT airdrop Drop ETH address win A Sheikhs NFT worth Must Follow CryptoCCryptoLife,0
"RT @NFTGUYY: 1 $ETH Winner | 6 hours ⏰

Like + RT + Follow @BadAstroSociety (🔔)",pos," 1 $ETH Winner | 6 hours ⏰

Like +  + Follow @BadAstroSociety (🔔)",ETH Winner hour Like Follow BadAstroSociety,0
"RT @PPAPE_IO: When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",neg," When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",When I thought couldnt worse came When I believed worst already dr,1
Ethereum-based altcoin quietly surges 122% in 5 days whereas bitcoin and ETH decline...   Cryptocurrency Sponsor… https://t.co/u45V8RWdUQ,pos,Ethereum-based altcoin quietly surges 122% in 5 days whereas bitcoin and ETH decline...   Cryptocurrency Sponsor… https://t.co/u45V8WdUQ,Ethereumbased altcoin quietly surge day whereas bitcoin ETH decline Cryptocurrency Sponsor,0
RT @tigray128188412: The Eth🇪🇹 regime has been allowed to commit #TigrayGenocide under the watch of z @EUCouncil @SecBlinken @antonioguterr…,pos, The Eth🇪🇹 regime has been allowed to commit #TigrayGenocide under the watch of z @EUCouncil @SecBlinken @antonioguterr…,The Eth regime allowed commit watch z EUCouncil SecBlinken antonioguterr,0
"RT @dodsicle: @lucrafund This is my Delft Blue Garden collection
1/1
0.1 $ETH
https://t.co/bT2uvcGT0l https://t.co/zb7GdAHccC",pos," @lucrafund This is my Delft Blue Garden collection
1/1
0.1 $ETH
https://t.co/bT2uvcGT0l https://t.co/zb7GdAHccC",lucrafund This Delft Blue Garden collection,0
"Unlike any #M2E👟 project that exists in the world 🌍!
#MENZY 
@MNZToken

Test video of the MENZYVERSE in development… https://t.co/QetSNpmBsa",pos,"Unlike any #M2E👟 project that exists in the world 🌍!
#MENZY 
@MNZToken

Test video of the MENZYVESE in development… https://t.co/QetSNpmBsa",Unlike project exists world MNZTokenTest video MENZYVESE development,0
"RT @SupremeKongNFT: Win .12 ETH just join space below 👇🏼

Must RT &amp; Tag 3 Friends 🦍

https://t.co/y0DcUSgAKN",pos," Win .12 ETH just join space below 👇🏼

Must  &amp; Tag 3 Friends 🦍

https://t.co/y0DcUSgAKN",Win ETH join space Must amp Tag Friends,0
"RT @ElladaArt: 🚨NEW DROP🚨
""Her First Retrowave Night""

Reserve 0.4 $ETH

My love of Retrowave culture, music, and recent art inspired me to…",pos," 🚨NEW DOP🚨
""Her First etrowave Night""

eserve 0.4 $ETH

My love of etrowave culture, music, and recent art inspired me to…",NEW DOPHer First etrowave Nighteserve ETHMy love etrowave culture music recent art inspired,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"@maolynx @BlueTigerNFT @babyeggroll_eth @SappySisters I am the Love Doctor, I make the couples happen!! https://t.co/VeMio7GBJn",pos,"@maolynx @BlueTigerNFT @babyeggroll_eth @SappySisters I am the Love Doctor, I make the couples happen!! https://t.co/VeMio7GBJn",maolynx BlueTigerNFT babyeggrolleth SappySisters I Love Doctor I make couple happen,0
"Nanjing University Sets Up One of the First Metaverse Majors in China
https://t.co/EKZO2X4FA0
#airdrop #giveway… https://t.co/E3t2Qp8ssC",pos,"Nanjing University Sets Up One of the First Metaverse Majors in China
https://t.co/EKZO2X4FA0
#airdrop #giveway… https://t.co/E3t2Qp8ssC",Nanjing University Sets Up One First Metaverse Majors,0
RT @RonaldDonaldino: Drop your unsold #NFT 👇 Let’s get them collectors to buy 🤝,pos, Drop your unsold #NFT 👇 Let’s get them collectors to buy 🤝,Drop unsold Lets get collector buy,0
"RT @segacrown: Saphire 🤝🏻 AlphaBlocks 

•🎟️5x FREE Mints Saphire

To Enter: 
1⃣ Follow Me +
@bellycatsnft
@monsterinhype
@moonkillersnft
@S…",pos," Saphire 🤝🏻 AlphaBlocks 

•🎟️5x FEE Mints Saphire

To Enter: 
1⃣ Follow Me +
@bellycatsnft
@monsterinhype
@moonkillersnft
@S…",Saphire AlphaBlocks x FEE Mints SaphireTo Enter Follow Me bellycatsnftmonsterinhypemoonkillersnftS,0
RT @stussyjimin: PARK ‘TAILOR OF CHAOS’ JIMIN IS COMING https://t.co/tzC2yPzpqs,pos, PAK ‘TAILO OF CHAOS’ JIMIN IS COMING https://t.co/tzC2yPzpqs,PAK TAILO OF CHAOS JIMIN IS COMING,0
"RT @MutagenSamurai: ART IS DEAD
0.08$ETH Reserve

This piece is about the decline of culture in modern civilisation. Using a combination of…",pos," A IS DEAD
0.08$ETHeserve

This piece is about the decline of culture in modern civilisation. Using a combination of…",A IS DEADETHeserveThis piece decline culture modern civilisation Using combination,0
good drop from this project.. @bjbaumann2014 @MonsterRafo @cdoug34 @wild3_eth @okay_broomer @Precious7674 @itszmijj… https://t.co/d3o88MAUDc,pos,good drop from this project.. @bjbaumann2014 @Monsterafo @cdoug34 @wild3_eth @okay_broomer @Precious7674 @itszmijj… https://t.co/d3o88MAUDc,good drop project bjbaumann Monsterafo cdoug wildeth okaybroomer Precious itszmijj,0
"RT @exterminator_gg: Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",neg," Let's get rid of these animals that make a mess !
No more Apes will go to the moon. 🙈🙉🙊
The Exterminator is coming.

🏆…",Lets get rid animal make mess No Apes go moon The Exterminator coming,1
"#YFIUSDT #YFI 
Signal #2  

Last Signal: 109 mins ago 
Before: 8476.00000000 
After: 8555.00000000 🟢(0.93%) 
Volume… https://t.co/nESE5Db5IZ",pos,"#YFIUSDT #YFI 
Signal #2  

Last Signal: 109 mins ago 
Before: 8476.00000000 
After: 8555.00000000 🟢(0.93%) 
Volume… https://t.co/nESE5Db5IZ",Signal Last Signal min ago Before After Volume,0
"RT @robinn_eth: Robin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",pos," obin × OpenTigers #Giveaway 

OpenW NFT Marketplace's first NFT creation, to join, purchase an OpenTiger on the #ETHW chai…",obin OpenTigers OpenW NFT Marketplaces first NFT creation join purchase OpenTiger chai,0
"New #ENS domain registrations 

valió.eth
xuebaochai.eth
➖0⃣0⃣0⃣6⃣9⃣.eth
dumbelbee.eth",pos,"New #ENS domain registrations 

valió.eth
xuebaochai.eth
➖0⃣0⃣0⃣6⃣9⃣.eth
dumbelbee.eth",New domain registration valiethxuebaochaiethethdumbelbeeeth,0
"RT @CoinDogFace: 🚨 390 #XRP to 10 ∆People 🚨

To Enter: 
1️⃣ Follow : @CoinDogFaceNFTs
2️⃣ RT + ❤️‍🔥 
3️⃣ Tag 3 Friends 

⏰ 48 h

#ETH #NFTG…",pos," 🚨 390 #XP to 10 ∆People 🚨

To Enter: 
1️⃣ Follow : @CoinDogFaceNFTs
2️⃣  + ❤️‍🔥 
3️⃣ Tag 3 Friends 

⏰ 48 h

#ETH #NFTG…",People To Enter Follow CoinDogFaceNFTs Tag Friends,0
"RT @Dasfruits: 🎉 The Bluff x  Oxya Origin 🎉

💥5 LANDLIST Giveaway💥

Landlisted = Double chances to earn 3 ETH when they mint 

To Enter:…",pos," 🎉 The Bluff x  Oxya Origin 🎉

💥5 LANDLIST Giveaway💥

Landlisted = Double chances to earn 3 ETH when they mint 

To Enter:…",The Bluff x Oxya Origin LANDLIST GiveawayLandlisted Double chance earn ETH mint To Enter,0
"RT @YukheeNFT: Monstermong has invaded Babymong 🙀
Babymong needs peace 💗

✨ #Babymong ✨
0.0035 $ETH #Polygon 
https://t.co/Ed9Y4tpleP

#Ope…",pos," Monstermong has invaded Babymong 🙀
Babymong needs peace 💗

✨ #Babymong ✨
0.0035 $ETH #Polygon 
https://t.co/Ed9Y4tpleP

#Ope…",Monstermong invaded Babymong Babymong need peace ETH,0
"🚨 CloneX #5891 sold on @LooksRare

 Ξ  value: 14.49 ETH
💰price: $18,751 USD

👀 view: https://t.co/poStWYVthn",pos,"🚨 CloneX #5891 sold on @Looksare

 Ξ  value: 14.49 ETH
💰price: $18,751 USD

👀 view: https://t.co/poStWYVthn",CloneX sold Looksare value ETHprice USD view,0
"RT @DeltaTradingHub: #BTC  
I can see the Reversal in crypto.
18.5 is the invalidation level for bulls.
Above that level just buy #alts and…",pos," #BTC  
I can see theeversal in crypto.
18.5 is the invalidation level for bulls.
Above that level just buy #alts and…",I see theeversal crypto invalidation level bullsAbove level buy,0
"RT @PPAPE_IO: When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",neg," When I thought it couldn't be worse than $45000, there it came to $28000. When I believed $28000 was the worst already, it dr…",When I thought couldnt worse came When I believed worst already dr,1
@DomainGang Happy 13th plus you old. 😅😅😅,pos,@DomainGang Happy 13th plus you old. 😅😅😅,DomainGang Happy th plus old,0
need win this nft.. @rcrecm @DadadaPo300 @simontchag @JoshDance @gonzaloviscarr1 @smiledxh @KolongKre @PoppaBeee… https://t.co/wyy7TRDlCQ,pos,need win this nft.. @rcrecm @DadadaPo300 @simontchag @JoshDance @gonzaloviscarr1 @smiledxh @KolongKre @PoppaBeee… https://t.co/wyy7TDlCQ,need win nft rcrecm DadadaPo simontchag JoshDance gonzaloviscarr smiledxh KolongKre PoppaBeee,0
"🚀Baby y00ts Yacht Club
Last 300 mint🔥
0.0002 ETH Mint:👇
https://t.co/8TeSZQgbqP

#RareApepeYC #y00tsDickButts… https://t.co/5QUDZnk4mR",pos,"🚀Baby y00ts Yacht Club
Last 300 mint🔥
0.0002 ETH Mint:👇
https://t.co/8TeSZQgbqP

#areApepeYC #y00tsDickButts… https://t.co/5QUDZnk4m",Baby yts Yacht ClubLast mint ETH,0
I need a graphic designer for a post where I got locked out of my eth travis Scott blockchain zadeh kai cenat anime… https://t.co/51PSewJ7y5,pos,I need a graphic designer for a post where I got locked out of my eth travis Scott blockchain zadeh kai cenat anime… https://t.co/51PSewJ7y5,I need graphic designer post I got locked eth travis Scott blockchain zadeh kai cenat anime,0
